ID,県,市区町村,普通世帯総数,25歳未満,25〜34歳,35〜44,45〜54,55〜64,65歳以上,自営業主,農林・漁業業主,商工・その他の業主,雇用者,会社・団体・公社又は個人に雇われている者,官公庁,労働者派遣事業所の派遣社員,パート・アルバイト・その他,無職,学生,その他,300万円未満,300〜500,500〜700,700〜1000,1000万円以上
233,愛知県,清須市,25920 ,540 ,2610 ,5100 ,4460 ,4470 ,7530 ,2600 ,200 ,2400 ,13280 ,9880 ,640 ,440 ,2320 ,5710 ,70 ,5640 ,7330 ,8080 ,4720 ,3100 ,1470 
234,愛知県,北名古屋市,32020 ,1030 ,3770 ,6780 ,5160 ,4830 ,9680 ,3480 ,260 ,3230 ,17160 ,12800 ,1120 ,450 ,2780 ,6430 ,70 ,6360 ,9690 ,10070 ,5960 ,3690 ,1850 
235,愛知県,弥富市,15510 ,280 ,1840 ,2570 ,2730 ,2820 ,4920 ,1820 ,430 ,1390 ,8070 ,6210 ,410 ,200 ,1240 ,3340 ,10 ,3330 ,3840 ,5260 ,3060 ,1910 ,1080 
236,愛知県,みよし市,21470 ,630 ,2810 ,4660 ,4260 ,3120 ,4980 ,1760 ,270 ,1490 ,12330 ,9930 ,660 ,310 ,1420 ,3160 ,120 ,3040 ,4400 ,5680 ,4210 ,3540 ,2670 
237,愛知県,あま市,32090 ,280 ,2600 ,5910 ,5100 ,5950 ,9880 ,3710 ,430 ,3280 ,15430 ,10980 ,910 ,470 ,3070 ,6280 ,0 ,6280 ,9730 ,10140 ,5330 ,3070 ,1680 
238,愛知県,長久手市,21660 ,2140 ,2310 ,3780 ,3340 ,2990 ,3910 ,1650 ,60 ,1590 ,10280 ,8240 ,580 ,140 ,1310 ,4280 ,1340 ,2940 ,5350 ,4870 ,3410 ,3240 ,1760 
302,愛知県,東郷町,15300 ,240 ,1290 ,3100 ,2310 ,2450 ,4710 ,1510 ,110 ,1400 ,8860 ,7130 ,310 ,220 ,1190 ,3540 ,0 ,3540 ,3400 ,4170 ,3040 ,2200 ,1360 
361,愛知県,大口町,7880 ,150 ,660 ,1450 ,1410 ,1310 ,2190 ,900 ,90 ,810 ,4430 ,3310 ,290 ,120 ,700 ,1710 ,0 ,1710 ,2000 ,2090 ,1430 ,1050 ,650 
362,愛知県,扶桑町,12300 ,160 ,990 ,2410 ,2220 ,1670 ,4330 ,1380 ,200 ,1180 ,6300 ,4970 ,280 ,180 ,870 ,3400 ,0 ,3400 ,3190 ,3140 ,2800 ,1970 ,680 
424,愛知県,大治町,12230 ,370 ,1190 ,2740 ,1910 ,2020 ,3250 ,1550 ,110 ,1440 ,6100 ,4510 ,200 ,200 ,1180 ,2250 ,0 ,2250 ,4200 ,3610 ,1990 ,1060 ,620 
425,愛知県,蟹江町,14500 ,130 ,1860 ,3060 ,2460 ,2350 ,4310 ,1380 ,80 ,1300 ,8190 ,6150 ,630 ,190 ,1230 ,2580 ,20 ,2560 ,4150 ,4600 ,2630 ,1860 ,930 
441,愛知県,阿久比町,9500 ,40 ,960 ,1450 ,1370 ,1830 ,3390 ,810 ,150 ,660 ,4920 ,3590 ,410 ,30 ,890 ,2810 ,0 ,2810 ,2150 ,3140 ,1490 ,1520 ,760 
442,愛知県,東浦町,17940 ,330 ,1340 ,3050 ,3330 ,3220 ,5420 ,1870 ,180 ,1690 ,9920 ,7480 ,530 ,430 ,1480 ,4430 ,0 ,4430 ,4320 ,4540 ,3380 ,2840 ,1720 
445,愛知県,南知多町,6650 ,200 ,400 ,580 ,1100 ,1720 ,2370 ,1970 ,910 ,1050 ,2530 ,1800 ,220 ,80 ,430 ,1580 ,90 ,1500 ,2680 ,1640 ,960 ,630 ,370 
446,愛知県,美浜町,9510 ,950 ,350 ,1330 ,1320 ,2080 ,2720 ,1300 ,310 ,990 ,4480 ,3130 ,430 ,90 ,830 ,2670 ,740 ,1920 ,3650 ,1930 ,1410 ,1360 ,610 
447,愛知県,武豊町,15790 ,280 ,1370 ,2670 ,2540 ,2770 ,5580 ,1230 ,90 ,1140 ,9020 ,6560 ,360 ,450 ,1650 ,4610 ,20 ,4590 ,5500 ,4560 ,2610 ,1690 ,850 
501,愛知県,幸田町,13420 ,250 ,1480 ,3220 ,2230 ,2400 ,3120 ,990 ,290 ,700 ,8500 ,6650 ,440 ,270 ,1130 ,2310 ,0 ,2310 ,2650 ,3630 ,3240 ,2150 ,1030 
